College,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,Undergrad Population,Average Cost,ACT Median,SAT Average,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry,LATITUDE,LONGITUDE
University of Illinois at Chicago,3,4,Public,Great Lakes,Large City,0.71399999999999997,16601,25248,24,1092,0.37909999999999999,7.8100000000000003E-2,0.24740000000000001,0.22509999999999999,1.4E-3,4.1999999999999997E-3,2.4500000000000001E-2,1.9699999999999999E-2,7.4899999999999994E-2,25773,9797,0.65380000000000005,0.49059999999999998,0.56689999999999996,0.79779999999999995,0.1105,4.2,14750,18532.5,8750,0.810000002,0.58999997400000004,21.06999969,55560.29,41721,8.1099996569999995,574,5090,54400,47000,41.87183722,-87.65050255
St John's University-New York,3,4,Private,Mid-Atlantic,Large City,0.53159999999999996,11147,50233,24,1093,0.33910000000000001,0.19309999999999999,0.16389999999999999,0.18870000000000001,2E-3,2.8999999999999998E-3,4.3200000000000002E-2,4.99E-2,2.92E-2,10743,11777,0.45379999999999998,0.30830000000000002,0.55700000000000005,0.79620000000000002,3.7999999999999999E-2,9.3000000000000007,20000,25920,11500,0.920000017,0.58999997400000004,19.690000529999999,65214.94,49731,10.30000019,429,3984,54700,48000,40.72202659,-73.79502744
Georgia Southern University,3,4,Public,Southeast,Remote Town,0.52,17103,21513,23,1094,0.63280000000000003,0.25990000000000002,0.04,1.3599999999999999E-2,4.7000000000000002E-3,1.5E-3,1.9400000000000001E-2,1.2500000000000001E-2,8.1000000000000003E-2,6183,6217,0.88009999999999999,0.37530000000000002,0.50460000000000005,0.80479999999999996,8.2600000000000007E-2,8.9,16250,21927,10750,0.93000000699999996,0.560000002,20.590000150000002,75183.28,61757,9.6199998860000004,377,3686,39300,36600,32.41985357,-81.77993606
SUNY Oneonta,3,4,Public,Mid-Atlantic,Remote Town,0.50729999999999997,5759,20762,24,1097,0.8175,3.2800000000000003E-2,8.6999999999999994E-2,1.55E-2,2.3E-3,5.0000000000000001E-4,0,1.35E-2,1.6799999999999999E-2,8609,6242,0.56530000000000002,0.28710000000000002,0.69779999999999998,0.87409999999999999,2.93E-2,6.5,20500,22870.5,11667,0.94999998799999996,0.44999998800000002,20.100000380000001,79989.41,72432,7.0599999430000002,161,2100,40000,37300,42.466555,-75.064186
University of North Texas,3,4,Public,Southwest,Mid-size City,0.59689999999999999,31243,18593,24,1100,0.51139999999999997,0.14230000000000001,0.20599999999999999,5.3499999999999999E-2,5.1999999999999998E-3,1.1999999999999999E-3,3.1300000000000001E-2,3.9199999999999999E-2,0.2278,7571,9746,1,0.36449999999999999,0.49930000000000002,0.75029999999999997,0.2361,10,14955,20750,9835.5,0.939999998,0.52999997099999996,22.260000229999999,64825.21,49512,7.2100000380000004,695,6921,41200,39400,33.210958,-97.151211
University of Mississippi,3,4,Public,Southeast,Remote Town,0.59360000000000002,16432,21526,24,1100,0.76749999999999996,0.15590000000000001,2.75E-2,1.5800000000000002E-2,2.5999999999999999E-3,1E-3,1.78E-2,1.14E-2,6.2100000000000002E-2,9350,8409,0.82599999999999996,0.29749999999999999,0.57969999999999999,0.85580000000000001,9.3100000000000002E-2,7.5,15750,21500,11785,0.91000002599999996,0.519999981,22.149999619999999,68842.41,46826.5,12.170000079999999,286,3213,46900,37900,34.36343843,-89.53716886
CUNY Queens College,3,4,Public,Mid-Atlantic,Large City,0.37019999999999997,14424,13676,0,1100,0.35310000000000002,7.2800000000000004E-2,0.27139999999999997,0.2412,1.6999999999999999E-3,3.5000000000000001E-3,6.0000000000000001E-3,5.0299999999999997E-2,0.25440000000000002,8204,7624,0.40450000000000003,0.38069999999999998,0.5635,0.84440000000000004,0.25009999999999999,6.5,9054,11200,7639.5,0.37000000500000002,0.81999999300000004,23.030000690000001,31861.75,22794.5,11.649999619999999,428,2581,45300,42300,40.737771,-73.815387
CUNY Brooklyn College,3,4,Public,Mid-Atlantic,Large City,0.31979999999999997,12625,13903,0,1100,0.37959999999999999,0.21870000000000001,0.17899999999999999,0.1739,1.6000000000000001E-3,2.3E-3,1.1599999999999999E-2,3.3399999999999999E-2,0.25040000000000001,8845,7529,0.45090000000000002,0.48159999999999997,0.51,0.86399999999999999,0.27610000000000001,8.3000000000000007,9500,11000,8500,0.439999998,0.85000002399999997,23.25,27433.119999999999,19691,18.700000760000002,563,2980,43100,39300,40.63191166,-73.9531199
University of New Hampshire-Main Campus,3,4,Public,New England,Small Suburb,0.77839999999999998,12288,29520,0,1100,0.80159999999999998,1.18E-2,2.93E-2,2.0299999999999999E-2,2.7000000000000001E-3,2.0000000000000001E-4,1.6500000000000001E-2,1.1599999999999999E-2,2.3800000000000002E-2,10236,11061,0.61729999999999996,0.2238,0.79190000000000005,0.86409999999999998,3.2399999999999998E-2,2.9,23128.5,27000,11000,0.99000001000000004,0.30000001199999998,20.030000690000001,96733.64,88997,4.1300001139999996,247,3829,45900,42400,43.13423546,-70.9345123
Oregon State University,3,4,Public,Far West,Small City,0.78939999999999999,22349,22974,24,1102,0.68969999999999998,1.2800000000000001E-2,7.3300000000000004E-2,6.6199999999999995E-2,6.8999999999999999E-3,4.1999999999999997E-3,5.7500000000000002E-2,5.7000000000000002E-2,0.1893,10145,8692,0.74170000000000003,0.33389999999999997,0.61470000000000002,0.84150000000000003,0.1938,5,16846,23166,11386,0.939999998,0.560000002,21.579999919999999,66705.259999999995,54955,7.5,437,4362,46400,41600,44.563109,-123.278711
Virginia Commonwealth University,3,4,Public,Southeast,Mid-size City,0.69130000000000003,22049,25291,24,1102,0.51619999999999999,0.1842,7.5399999999999995E-2,0.12130000000000001,2.5999999999999999E-3,2.8999999999999998E-3,4.6300000000000001E-2,2.93E-2,0.1181,12826,8242,0.66269999999999996,0.28649999999999998,0.56810000000000005,0.8659,0.15010000000000001,6,19125,24750,11750,0.959999979,0.519999981,21.420000080000001,69541.5,55696,6.5399999619999996,381,4656,42700,38600,37.5476308,-77.45359716
SUNY at Albany,3,4,Public,Mid-Atlantic,Small City,0.55449999999999999,12542,21249,24,1102,0.53469999999999995,0.14419999999999999,0.1323,7.5700000000000003E-2,2.8E-3,1.5E-3,2.5700000000000001E-2,4.8899999999999999E-2,4.58E-2,11393,9423,0.55640000000000001,0.37469999999999998,0.66379999999999995,0.81499999999999995,7.0099999999999996E-2,5.9,16750,21500,10205,0.939999998,0.519999981,20.299999239999998,74245.98,60558,8.1000003809999992,310,3827,47600,44100,42.68691742,-73.82501352
Ohio University-Main Campus,3,4,Public,Great Lakes,Distant Town,0.72950000000000004,23331,23605,24,1104,0.83240000000000003,4.7300000000000002E-2,2.4E-2,9.1000000000000004E-3,1.6999999999999999E-3,8.0000000000000004E-4,2.58E-2,4.4200000000000003E-2,0.2828,9768,8294,0.67720000000000002,0.2339,0.66569999999999996,0.78620000000000001,0.2772,15,14457,22500,9500,0.93000000699999996,0.52999997099999996,21.93000031,73621.039999999994,62815,7.8200001720000003,836,7067,38900,35800,39.323839,-82.103503
West Chester University of Pennsylvania,3,4,Public,Mid-Atlantic,Large Suburb,0.51559999999999995,13456,24997,0,1105,0.81140000000000001,9.2200000000000004E-2,4.6800000000000001E-2,2.1000000000000001E-2,1E-3,5.0000000000000001E-4,2.3599999999999999E-2,3.0000000000000001E-3,7.6100000000000001E-2,7384,8909,0.73450000000000004,0.24060000000000001,0.68640000000000001,0.87360000000000004,9.0700000000000003E-2,5.2,19695.5,23811,14000,0.97000002900000004,0.34999999399999998,20.590000150000002,87436.62,82783,5.170000076,235,3122,43500,42000,39.95195802,-75.59850508
University of Missouri-Kansas City,3,4,Public,Great Plains,Large City,0.33,8309,23437,24,1105,0.57720000000000005,0.16339999999999999,6.9900000000000004E-2,6.5000000000000002E-2,3.3999999999999998E-3,1.9E-3,3.1099999999999999E-2,3.7499999999999999E-2,0.1938,15048,8305,0.62460000000000004,0.32079999999999997,0.5131,0.73299999999999998,0.24990000000000001,9.8000000000000007,15750,21187,11000,0.94999998799999996,0.519999981,23.309999470000001,57316.66,40642,7.3600001339999999,286,2524,47400,41300,39.03372423,-94.57659993
Embry-Riddle Aeronautical University-Daytona Beach,3,4,Private,Southeast,Small City,0.74050000000000005,4666,45648,24,1105,0.53320000000000001,5.74E-2,7.0499999999999993E-2,4.6300000000000001E-2,4.7000000000000002E-3,2.3999999999999998E-3,4.3700000000000003E-2,0.1595,6.6699999999999995E-2,16386,8505,0.86019999999999996,0.31030000000000002,0.56899999999999995,0.77800000000000002,0.14230000000000001,4.5999999999999996,16500,26000,11750,0.91000002599999996,0.47999998900000002,23.229999540000001,71628,52839,7.3000001909999996,226,2940,59200,53800,29.18924404,-81.04950047
University of Arizona,3,4,Public,Southwest,Large City,0.76919999999999999,31399,23905,24,1106,0.5464,3.3300000000000003E-2,0.24440000000000001,5.6099999999999997E-2,1.06E-2,2.0999999999999999E-3,4.1700000000000001E-2,5.5E-2,9.9000000000000005E-2,11382,10320,0.74780000000000002,0.32650000000000001,0.6139,0.81479999999999997,9.0999999999999998E-2,7,13500,19000,9279,0.86000001400000003,0.60000002399999997,21.520000459999999,68621.67,46758,9.2899999619999996,703,5942,46400,40000,32.23286613,-110.9500859
Mississippi State University,3,4,Public,Southeast,Remote Town,0.6482,16399,20796,24,1106,0.71560000000000001,0.2122,1.8700000000000001E-2,1.09E-2,6.0000000000000001E-3,8.9999999999999998E-4,1.2699999999999999E-2,1.4800000000000001E-2,8.2400000000000001E-2,6989,7852,0.86360000000000003,0.34150000000000003,0.61050000000000004,0.78510000000000002,0.107,8.3000000000000007,15500,23250,10453,0.89999997600000003,0.63999998599999997,21.809999470000001,57616.67,41243.5,14.920000079999999,305,3094,41900,36800,33.451697,-88.790826
University of Oregon,3,4,Public,Far West,Mid-size City,0.74170000000000003,20473,22390,25,1108,0.64249999999999996,1.9900000000000001E-2,8.1299999999999997E-2,5.1299999999999998E-2,5.1999999999999998E-3,4.7999999999999996E-3,5.8400000000000001E-2,0.1242,7.8200000000000006E-2,11641,8828,0.70240000000000002,0.25850000000000001,0.6653,0.86719999999999997,8.4699999999999998E-2,5.8,18309,21535,10333,0.94999998799999996,0.50999998999999996,21.729999540000001,71151.8,54318,7.2800002099999999,517,4089,42200,38000,44.044515,-123.07398
University of Utah,3,4,Public,Rocky Mountains,Mid-size City,0.81740000000000002,23273,19048,24,1109,0.71560000000000001,1.2200000000000001E-2,9.3799999999999994E-2,5.0500000000000003E-2,5.4000000000000003E-3,5.8999999999999999E-3,3.1899999999999998E-2,6.6400000000000001E-2,0.26800000000000002,12835,7764,0.94479999999999997,0.32250000000000001,0.60370000000000001,0.87909999999999999,0.32079999999999997,3.9,12839,15400,10821,0.829999983,0.670000017,23.540000920000001,47548.1,32294,6.0599999430000002,830,5127,51600,44300,40.76248351,-111.846044
University of Minnesota-Duluth,3,4,Public,Great Plains,Small City,0.78220000000000001,9239,22796,24,1109,0.87590000000000001,1.95E-2,2.0299999999999999E-2,2.9100000000000001E-2,4.3E-3,8.0000000000000004E-4,2.46E-2,1.84E-2,3.78E-2,6299,7487,0.79620000000000002,0.24310000000000001,0.58830000000000005,0.75090000000000001,4.6600000000000003E-2,4.4000000000000004,18925,25000,10250,0.97000002900000004,0.36000001399999998,20.340000150000002,87902.82,83294.5,4.9499998090000004,157,2970,45300,39900,46.818896,-92.085177
Illinois State University,3,4,Public,Great Lakes,Mid-size Suburb,0.68920000000000003,17667,25416,24,1110,0.79690000000000005,7.1400000000000005E-2,7.7100000000000002E-2,0.02,1.8E-3,1E-3,2.23E-2,4.5999999999999999E-3,5.8599999999999999E-2,9950,7665,0.72609999999999997,0.25569999999999998,0.71619999999999995,0.81599999999999995,6.1499999999999999E-2,4,18750,22500,9500,0.94999998799999996,0.38999998600000002,20.459999079999999,86459.94,82019,5.0199999809999998,301,5168,43000,40600,40.50972361,-88.9923395
CUNY City College,3,4,Public,Mid-Atlantic,Large City,0.34100000000000003,11820,14041,0,1110,0.16750000000000001,0.183,0.3226,0.23530000000000001,8.0000000000000004E-4,4.3E-3,1.0800000000000001E-2,7.5600000000000001E-2,0.2215,13009,8257,0.40289999999999998,0.50729999999999997,0.42009999999999997,0.87470000000000003,0.23530000000000001,9,10000,12500,8000,0.40000000600000002,0.86000001400000003,23.11000061,26864.6,20534,21.600000380000001,389,2368,43400,39700,40.81979371,-73.95055032
University of Wisconsin-Eau Claire,3,4,Public,Great Lakes,Small City,0.76459999999999995,10218,18066,24,1110,0.89839999999999998,6.4000000000000003E-3,1.8599999999999998E-2,3.3000000000000002E-2,4.0000000000000001E-3,4.0000000000000002E-4,1.66E-2,2.0199999999999999E-2,6.9500000000000006E-2,6718,6886,0.96809999999999996,0.26540000000000002,0.66930000000000001,0.82279999999999998,7.9600000000000004E-2,3.8,17823.5,23250,8750,0.97000002900000004,0.40999999599999998,20.409999849999998,82400.899999999994,78332,4.4499998090000004,149,2644,42000,39900,44.79843117,-91.50043158
SUNY College at Oswego,3,4,Public,Mid-Atlantic,Distant Town,0.48630000000000001,7245,21222,24,1110,0.79300000000000004,5.9200000000000003E-2,8.7599999999999997E-2,1.7299999999999999E-2,1.6999999999999999E-3,6.9999999999999999E-4,2.3099999999999999E-2,1.6E-2,4.0599999999999997E-2,9804,6733,0.58109999999999995,0.39129999999999998,0.57850000000000001,0.78029999999999999,7.1199999999999999E-2,7,18750,23000,10900,0.959999979,0.519999981,20.690000529999999,70031.259999999995,63043,8.1700000760000009,219,2757,39200,36400,43.45377044,-76.54388452
Western Washington University,3,4,Public,Far West,Small City,0.83709999999999996,13925,22009,25,1114,0.75339999999999996,1.5599999999999999E-2,6.8000000000000005E-2,6.4100000000000004E-2,4.3E-3,1.4E-3,7.5899999999999995E-2,9.9000000000000008E-3,7.2499999999999995E-2,8298,8028,0.64929999999999999,0.255,0.69320000000000004,0.82820000000000005,7.3700000000000002E-2,4.7,15500,19500,10476,0.93000000699999996,0.469999999,21.629999160000001,70343.27,60238,6.5500001909999996,410,3394,41500,39000,48.73737855,-122.4850158
Montana State University,3,4,Public,Rocky Mountains,Remote Town,0.84489999999999998,13055,18486,24,1115,0.87009999999999998,7.1000000000000004E-3,3.15E-2,1.03E-2,1.3899999999999999E-2,8.0000000000000004E-4,0.03,2.8299999999999999E-2,0.16489999999999999,7209,8068,0.84850000000000003,0.31609999999999999,0.49409999999999998,0.75760000000000005,0.16750000000000001,5.7,14465,24801,11500,0.94999998799999996,0.58999997400000004,21.61000061,63595.51,49742,8.5799999239999991,341,3243,40600,35600,45.666829,-111.049918
Texas Tech University,3,4,Public,Southwest,Mid-size City,0.66300000000000003,26809,20900,25,1116,0.63290000000000002,5.8700000000000002E-2,0.20630000000000001,2.6800000000000001E-2,3.3999999999999998E-3,1E-3,2.8299999999999999E-2,3.6700000000000003E-2,9.35E-2,6813,8757,0.86050000000000004,0.28899999999999998,0.59040000000000004,0.82330000000000003,0.10009999999999999,7.6,17750,23246.5,10763,0.94999998799999996,0.47999998900000002,20.590000150000002,82825.990000000005,69477,8.6000003809999992,530,6207,49800,43900,33.58045123,-101.8771289
Catholic University of America,3,4,Private,Mid-Atlantic,Large City,0.60070000000000001,3641,54023,25,1118,0.63109999999999999,5.4899999999999997E-2,0.1052,3.1300000000000001E-2,1.6000000000000001E-3,1.1000000000000001E-3,3.1300000000000001E-2,4.8099999999999997E-2,5.3600000000000002E-2,15799,9565,0.48480000000000001,0.1232,0.68520000000000003,0.82609999999999995,9.4E-2,2.6,22000,26000,9500,0.980000019,0.23999999499999999,21.219999309999999,120106.07,106352,5.4000000950000002,71,808,51100,48900,38.93579561,-76.99896139
Rowan University,3,4,Public,Mid-Atlantic,Large Suburb,0.59230000000000005,10656,26970,0,1120,0.72909999999999997,8.48E-2,9.3700000000000006E-2,3.7199999999999997E-2,2.5000000000000001E-3,1.1000000000000001E-3,2.41E-2,7.4000000000000003E-3,0.1235,13609,9370,0.31740000000000002,0.30070000000000002,0.69820000000000004,0.84099999999999997,0.1353,5.2,18500,21146,14000,0.959999979,0.41999998700000002,21.340000150000002,81120.55,74007.5,5.7600002290000001,189,2881,47400,45900,39.7106244,-75.118507
Temple University,3,4,Public,Mid-Atlantic,Large City,0.63870000000000005,27511,27247,25,1121,0.6028,0.13519999999999999,5.4199999999999998E-2,0.1011,1.9E-3,8.9999999999999998E-4,2.3199999999999998E-2,3.4799999999999998E-2,0.10580000000000001,12500,9648,0.50070000000000003,0.3352,0.66320000000000001,0.88829999999999998,0.1241,5.6,21700,25799,13751,0.959999979,0.5,21.329999919999999,70311.210000000006,56155,8.3500003809999992,861,7930,49500,43600,39.980712,-75.15845161
University of Scranton,3,4,Private,Mid-Atlantic,Small City,0.75029999999999997,3834,51962,25,1121,0.81269999999999998,1.5900000000000001E-2,7.4099999999999999E-2,2.8199999999999999E-2,1E-3,2.9999999999999997E-4,2.01E-2,3.3999999999999998E-3,2.76E-2,10141,9400,0.72860000000000003,0.2014,0.81759999999999999,0.9032,3.3700000000000001E-2,4,26442,27000,12000,0.980000019,0.34000000400000002,20.06999969,106711.89,93993,5.5199999809999998,62,1215,53800,50800,41.4071499,-75.65803123
University of California-Irvine,3,4,Public,Far West,Mid-size City,0.4239,23517,28980,24,1122,0.1739,1.8700000000000001E-2,0.21709999999999999,0.43709999999999999,1.6000000000000001E-3,4.1999999999999997E-3,3.9600000000000003E-2,8.9399999999999993E-2,1.7100000000000001E-2,17853,12839,0.78839999999999999,0.432,0.85850000000000004,0.91749999999999998,4.4200000000000003E-2,3.1,15500,17414,10788.5,0.85000002399999997,0.579999983,20.190000529999999,67260.78,50385,8.7100000380000004,471,3936,52000,47100,33.643163,-117.837785
Duquesne University,3,4,Private,Mid-Atlantic,Large City,0.7409,5944,42280,25,1122,0.83830000000000005,4.2099999999999999E-2,2.69E-2,1.8499999999999999E-2,1.2999999999999999E-3,1E-3,2.1700000000000001E-2,3.8699999999999998E-2,3.5000000000000003E-2,10729,8863,0.4849,0.20230000000000001,0.76880000000000004,0.87609999999999999,5.3600000000000002E-2,2.8,25500,27000,12000,0.980000019,0.33000001299999998,20.959999079999999,90458.69,81511,6.4499998090000004,124,2209,59700,51600,40.437496,-79.993046
University of Wyoming,3,4,Public,Rocky Mountains,Remote Town,0.95689999999999997,9969,17652,25,1123,0.81079999999999997,1.17E-2,6.0499999999999998E-2,1.12E-2,6.6E-3,2.8999999999999998E-3,2.2100000000000002E-2,3.85E-2,0.17199999999999999,13902,8810,0.90969999999999995,0.24279999999999999,0.54090000000000005,0.73939999999999995,0.23930000000000001,5.3,12511.5,19000,9500,0.91000002599999996,0.540000021,22.510000229999999,62802.32,51123,7.9699997900000001,299,2685,46200,42000,41.311943,-105.57204
Colorado State University-Fort Collins,3,4,Public,Rocky Mountains,Mid-size City,0.77429999999999999,22482,21823,25,1127,0.74950000000000006,2.1000000000000001E-2,9.6000000000000002E-2,1.9E-2,3.3E-3,8.9999999999999998E-4,3.4599999999999999E-2,2.5100000000000001E-2,0.1024,10417,8869,0.69589999999999996,0.2571,0.63829999999999998,0.85909999999999997,0.107,4.8,16707.5,21250,9750,0.93000000699999996,0.439999998,20.790000920000001,81929.11,69107,5.1100001339999999,537,5053,44200,39500,40.571679,-105.085771
